nSeq,I1,I2,O1,O2,A1,A2,A3,A4,A5,A6
6,0,0,0,0,506,505,0,0,0,0
7,0,0,0,0,507,506,0,0,0,0
8,0,0,0,0,506,507,0,0,0,0
9,0,0,0,0,506,507,0,0,0,0
10,0,0,0,0,506,508,0,0,0,0
11,0,0,0,0,506,507,0,0,0,0
12,0,0,0,0,505,507,0,0,0,0
13,0,0,0,0,505,507,0,0,0,0
14,0,0,0,0,505,507,0,0,0,0
15,0,0,0,0,505,508,0,0,0,0
0,0,0,0,0,505,508,0,0,0,0
1,0,0,0,0,504,507,0,0,0,0
2,0,0,0,0,504,507,0,0,0,0
3,0,0,0,0,503,506,0,0,0,0
4,0,0,0,0,503,507,0,0,0,0
5,0,0,0,0,503,508,0,0,0,0
6,0,0,0,0,503,508,0,0,0,0
7,0,0,0,0,503,509,0,0,0,0
8,0,0,0,0,502,510,0,0,0,0
9,0,0,0,0,502,510,0,0,0,0
10,0,0,0,0,501,509,0,0,0,0
11,0,0,0,0,502,510,0,0,0,0
12,0,0,0,0,501,510,0,0,0,0
13,0,0,0,0,501,510,0,0,0,0
14,0,0,0,0,501,510,0,0,0,0
15,0,0,0,0,501,510,0,0,0,0
0,0,0,0,0,502,510,0,0,0,0
1,0,0,0,0,502,510,0,0,0,0
2,0,0,0,0,501,509,0,0,0,0
3,0,0,0,0,500,509,0,0,0,0
4,0,0,0,0,500,508,0,0,0,0
5,0,0,0,0,500,509,0,0,0,0
6,0,0,0,0,499,508,0,0,0,0
7,0,0,0,0,500,508,0,0,0,0
8,0,0,0,0,499,507,0,0,0,0
9,0,0,0,0,499,507,0,0,0,0
10,0,0,0,0,499,507,0,0,0,0
11,0,0,0,0,499,508,0,0,0,0
12,0,0,0,0,499,508,0,0,0,0
13,0,0,0,0,499,508,0,0,0,0
14,0,0,0,0,499,508,0,0,0,0
15,0,0,0,0,499,508,0,0,0,0
0,0,0,0,0,499,508,0,0,0,0
1,0,0,0,0,499,508,0,0,0,0
2,0,0,0,0,499,509,0,0,0,0
3,0,0,0,0,499,510,0,0,0,0
4,0,0,0,0,499,510,0,0,0,0
5,0,0,0,0,499,511,0,0,0,0
6,0,0,0,0,499,510,0,0,0,0
7,0,0,0,0,499,510,0,0,0,0
8,0,0,0,0,500,509,0,0,0,0
9,0,0,0,0,499,509,0,0,0,0
10,0,0,0,0,499,509,0,0,0,0
11,0,0,0,0,499,510,0,0,0,0
12,0,0,0,0,499,509,0,0,0,0
13,0,0,0,0,500,510,0,0,0,0
14,0,0,0,0,500,511,0,0,0,0
15,0,0,0,0,500,511,0,0,0,0
0,0,0,0,0,500,510,0,0,0,0
1,0,0,0,0,500,508,0,0,0,0
2,0,0,0,0,499,507,0,0,0,0
3,0,0,0,0,499,507,0,0,0,0
4,0,0,0,0,500,506,0,0,0,0
5,0,0,0,0,500,506,0,0,0,0
6,0,0,0,0,501,507,0,0,0,0
7,0,0,0,0,500,508,0,0,0,0
8,0,0,0,0,500,507,0,0,0,0
9,0,0,0,0,500,507,0,0,0,0
10,0,0,0,0,501,509,0,0,0,0
11,0,0,0,0,500,510,0,0,0,0
12,0,0,0,0,501,509,0,0,0,0
13,0,0,0,0,501,509,0,0,0,0
14,0,0,0,0,502,509,0,0,0,0
15,0,0,0,0,501,510,0,0,0,0
0,0,0,0,0,502,512,0,0,0,0
1,0,0,0,0,502,513,0,0,0,0
2,0,0,0,0,502,513,0,0,0,0
3,0,0,0,0,502,513,0,0,0,0
4,0,0,0,0,502,512,0,0,0,0
5,0,0,0,0,502,511,0,0,0,0
6,0,0,0,0,503,509,0,0,0,0
7,0,0,0,0,502,508,0,0,0,0
8,0,0,0,0,503,505,0,0,0,0
9,0,0,0,0,503,504,0,0,0,0
10,0,0,0,0,504,504,0,0,0,0
11,0,0,0,0,504,504,0,0,0,0
12,0,0,0,0,504,504,0,0,0,0
13,0,0,0,0,504,504,0,0,0,0
14,0,0,0,0,504,505,0,0,0,0
15,0,0,0,0,504,507,0,0,0,0
0,0,0,0,0,505,507,0,0,0,0
1,0,0,0,0,505,507,0,0,0,0
2,0,0,0,0,506,507,0,0,0,0
3,0,0,0,0,505,509,0,0,0,0
4,0,0,0,0,506,511,0,0,0,0
5,0,0,0,0,506,513,0,0,0,0
6,0,0,0,0,507,515,0,0,0,0
7,0,0,0,0,507,516,0,0,0,0
8,0,0,0,0,507,516,0,0,0,0
9,0,0,0,0,507,516,0,0,0,0
10,0,0,0,0,507,515,0,0,0,0
11,0,0,0,0,508,513,0,0,0,0
12,0,0,0,0,508,511,0,0,0,0
13,0,0,0,0,508,510,0,0,0,0
14,0,0,0,0,508,511,0,0,0,0
15,0,0,0,0,508,510,0,0,0,0
0,0,0,0,0,508,509,0,0,0,0
1,0,0,0,0,509,508,0,0,0,0
2,0,0,0,0,509,507,0,0,0,0
3,0,0,0,0,509,506,0,0,0,0
4,0,0,0,0,509,505,0,0,0,0
5,0,0,0,0,510,504,0,0,0,0
6,0,0,0,0,510,504,0,0,0,0
7,0,0,0,0,510,505,0,0,0,0
8,0,0,0,0,510,505,0,0,0,0
9,0,0,0,0,511,506,0,0,0,0
10,0,0,0,0,511,508,0,0,0,0
11,0,0,0,0,511,512,0,0,0,0
12,0,0,0,0,511,515,0,0,0,0
13,0,0,0,0,511,518,0,0,0,0
14,0,0,0,0,512,520,0,0,0,0
15,0,0,0,0,512,523,0,0,0,0
0,0,0,0,0,511,523,0,0,0,0
1,0,0,0,0,512,524,0,0,0,0
2,0,0,0,0,512,524,0,0,0,0
3,0,0,0,0,512,524,0,0,0,0
4,0,0,0,0,512,524,0,0,0,0
5,0,0,0,0,512,522,0,0,0,0
6,0,0,0,0,513,521,0,0,0,0
7,0,0,0,0,513,519,0,0,0,0
8,0,0,0,0,513,517,0,0,0,0
9,0,0,0,0,513,515,0,0,0,0
10,0,0,0,0,513,512,0,0,0,0
11,0,0,0,0,514,509,0,0,0,0
12,0,0,0,0,514,507,0,0,0,0
13,0,0,0,0,514,505,0,0,0,0
14,0,0,0,0,514,504,0,0,0,0
15,0,0,0,0,514,504,0,0,0,0
0,0,0,0,0,514,504,0,0,0,0
1,0,0,0,0,513,504,0,0,0,0
2,0,0,0,0,514,504,0,0,0,0
3,0,0,0,0,514,504,0,0,0,0
4,0,0,0,0,514,504,0,0,0,0
5,0,0,0,0,514,504,0,0,0,0
6,0,0,0,0,515,503,0,0,0,0
7,0,0,0,0,514,502,0,0,0,0
8,0,0,0,0,515,502,0,0,0,0
9,0,0,0,0,515,501,0,0,0,0
10,0,0,0,0,515,502,0,0,0,0
11,0,0,0,0,514,502,0,0,0,0
12,0,0,0,0,514,501,0,0,0,0
13,0,0,0,0,515,500,0,0,0,0
14,0,0,0,0,515,499,0,0,0,0
15,0,0,0,0,514,500,0,0,0,0
0,0,0,0,0,515,502,0,0,0,0
1,0,0,0,0,514,504,0,0,0,0
2,0,0,0,0,515,508,0,0,0,0
3,0,0,0,0,514,509,0,0,0,0
4,0,0,0,0,514,508,0,0,0,0
5,0,0,0,0,514,509,0,0,0,0
6,0,0,0,0,513,508,0,0,0,0
7,0,0,0,0,513,508,0,0,0,0
8,0,0,0,0,513,506,0,0,0,0
9,0,0,0,0,513,505,0,0,0,0
10,0,0,0,0,513,504,0,0,0,0
11,0,0,0,0,512,503,0,0,0,0
12,0,0,0,0,513,503,0,0,0,0
13,0,0,0,0,512,502,0,0,0,0
14,0,0,0,0,512,501,0,0,0,0
15,0,0,0,0,512,499,0,0,0,0
0,0,0,0,0,512,499,0,0,0,0
1,0,0,0,0,511,499,0,0,0,0
2,0,0,0,0,511,499,0,0,0,0
3,0,0,0,0,511,499,0,0,0,0
4,0,0,0,0,511,501,0,0,0,0
5,0,0,0,0,510,502,0,0,0,0
6,0,0,0,0,510,503,0,0,0,0
7,0,0,0,0,510,503,0,0,0,0
8,0,0,0,0,510,503,0,0,0,0
9,0,0,0,0,510,503,0,0,0,0
10,0,0,0,0,509,504,0,0,0,0
11,0,0,0,0,509,504,0,0,0,0
12,0,0,0,0,508,504,0,0,0,0
13,0,0,0,0,508,504,0,0,0,0
14,0,0,0,0,508,504,0,0,0,0
15,0,0,0,0,507,504,0,0,0,0
0,0,0,0,0,507,505,0,0,0,0
1,0,0,0,0,506,504,0,0,0,0
2,0,0,0,0,506,503,0,0,0,0
3,0,0,0,0,505,503,0,0,0,0
4,0,0,0,0,504,502,0,0,0,0
5,0,0,0,0,505,502,0,0,0,0
6,0,0,0,0,504,502,0,0,0,0
7,0,0,0,0,504,502,0,0,0,0
8,0,0,0,0,504,502,0,0,0,0
9,0,0,0,0,503,502,0,0,0,0
10,0,0,0,0,503,503,0,0,0,0
11,0,0,0,0,503,504,0,0,0,0
12,0,0,0,0,503,505,0,0,0,0
13,0,0,0,0,502,505,0,0,0,0
14,0,0,0,0,502,505,0,0,0,0
15,0,0,0,0,502,507,0,0,0,0
0,0,0,0,0,502,507,0,0,0,0
1,0,0,0,0,502,508,0,0,0,0
2,0,0,0,0,502,508,0,0,0,0
3,0,0,0,0,501,508,0,0,0,0
4,0,0,0,0,502,510,0,0,0,0
5,0,0,0,0,501,510,0,0,0,0
6,0,0,0,0,500,510,0,0,0,0
7,0,0,0,0,500,510,0,0,0,0
8,0,0,0,0,499,509,0,0,0,0
9,0,0,0,0,500,509,0,0,0,0
10,0,0,0,0,499,510,0,0,0,0
11,0,0,0,0,499,511,0,0,0,0
12,0,0,0,0,499,510,0,0,0,0
13,0,0,0,0,499,510,0,0,0,0
14,0,0,0,0,499,510,0,0,0,0
15,0,0,0,0,498,510,0,0,0,0
0,0,0,0,0,498,510,0,0,0,0
1,0,0,0,0,497,510,0,0,0,0
2,0,0,0,0,497,510,0,0,0,0
3,0,0,0,0,497,509,0,0,0,0
4,0,0,0,0,497,509,0,0,0,0
5,0,0,0,0,497,509,0,0,0,0
6,0,0,0,0,497,510,0,0,0,0
7,0,0,0,0,497,511,0,0,0,0
8,0,0,0,0,497,512,0,0,0,0
9,0,0,0,0,496,512,0,0,0,0
10,0,0,0,0,496,512,0,0,0,0
11,0,0,0,0,496,511,0,0,0,0
12,0,0,0,0,495,510,0,0,0,0
13,0,0,0,0,495,511,0,0,0,0
14,0,0,0,0,495,511,0,0,0,0
15,0,0,0,0,495,511,0,0,0,0
0,0,0,0,0,495,511,0,0,0,0
1,0,0,0,0,495,512,0,0,0,0
2,0,0,0,0,494,514,0,0,0,0
3,0,0,0,0,494,518,0,0,0,0
4,0,0,0,0,495,521,0,0,0,0
5,0,0,0,0,494,527,0,0,0,0
6,0,0,0,0,494,534,0,0,0,0
7,0,0,0,0,494,541,0,0,0,0
8,0,0,0,0,494,551,0,0,0,0
9,0,0,0,0,494,560,0,0,0,0
10,0,0,0,0,494,570,0,0,0,0
11,0,0,0,0,493,582,0,0,0,0
12,0,0,0,0,494,594,0,0,0,0
13,0,0,0,0,493,608,1,0,0,0
14,0,0,0,0,493,623,1,0,0,0
15,0,0,0,0,492,642,1,0,0,0
0,0,0,0,0,492,666,1,0,0,0
1,0,0,0,0,492,695,1,0,0,0
2,0,0,0,0,493,726,1,0,0,0
3,0,0,0,0,492,760,1,0,0,0
4,0,0,0,0,492,796,1,0,0,0
5,0,0,0,0,492,830,2,0,0,0
6,0,0,0,0,492,863,2,0,0,0
7,0,0,0,0,492,895,2,0,0,0
8,0,0,0,0,491,925,2,0,0,0
9,0,0,0,0,491,953,3,0,0,0
10,0,0,0,0,491,973,3,0,0,0
11,0,0,0,0,491,990,3,0,0,0
12,0,0,0,0,491,1002,3,0,0,0
13,0,0,0,0,491,1010,3,0,0,0
14,0,0,0,0,491,1018,3,0,0,0
15,0,0,0,0,491,1022,3,0,0,0
0,0,0,0,0,491,1022,3,0,0,0
1,0,0,0,0,491,1017,3,0,0,0
2,0,0,0,0,490,996,3,0,0,0
3,0,0,0,0,490,962,3,0,0,0
4,0,0,0,0,490,915,2,0,0,0
5,0,0,0,0,490,858,2,0,0,0
6,0,0,0,0,490,798,1,0,0,0
7,0,0,0,0,490,734,1,0,0,0
8,0,0,0,0,490,669,1,0,0,0
9,0,0,0,0,490,607,0,0,0,0
10,0,0,0,0,490,550,0,0,0,0
11,0,0,0,0,490,498,0,0,0,0
12,0,0,0,0,490,446,0,0,0,0
13,0,0,0,0,490,395,0,0,0,0
14,0,0,0,0,489,349,0,0,0,0
15,0,0,0,0,490,305,0,0,0,0
0,0,0,0,0,490,263,0,0,0,0
1,0,0,0,0,490,227,0,0,0,0
2,0,0,0,0,490,201,0,0,0,0
3,0,0,0,0,490,184,0,0,0,0
4,0,0,0,0,491,174,0,0,0,0
5,0,0,0,0,490,171,0,0,0,0
6,0,0,0,0,490,175,0,0,0,0
7,0,0,0,0,489,185,0,0,0,0
8,0,0,0,0,489,197,0,0,0,0
9,0,0,0,0,490,204,0,0,0,0
10,0,0,0,0,490,209,0,0,0,0
11,0,0,0,0,490,215,0,0,0,0
12,0,0,0,0,489,219,0,0,0,0
13,0,0,0,0,489,221,0,0,0,0
14,0,0,0,0,490,226,0,0,0,0
15,0,0,0,0,490,233,0,0,0,0
0,0,0,0,0,489,243,0,0,0,0
1,0,0,0,0,489,255,0,0,0,0
2,0,0,0,0,489,266,0,0,0,0
3,0,0,0,0,490,278,0,0,0,0
4,0,0,0,0,490,291,0,0,0,0
5,0,0,0,0,490,304,0,0,0,0
6,0,0,0,0,490,318,0,0,0,0
7,0,0,0,0,489,332,0,0,0,0
8,0,0,0,0,489,347,0,0,0,0
9,0,0,0,0,489,359,0,0,0,0
10,0,0,0,0,489,369,0,0,0,0
11,0,0,0,0,489,380,0,0,0,0
12,0,0,0,0,489,389,0,0,0,0
13,0,0,0,0,489,398,0,0,0,0
14,0,0,0,0,489,406,0,0,0,0
15,0,0,0,0,490,414,0,0,0,0
0,0,0,0,0,490,422,0,0,0,0
1,0,0,0,0,490,430,0,0,0,0
2,0,0,0,0,491,438,0,0,0,0
3,0,0,0,0,491,445,0,0,0,0
4,0,0,0,0,491,451,0,0,0,0
5,0,0,0,0,491,456,0,0,0,0
6,0,0,0,0,491,460,0,0,0,0
7,0,0,0,0,492,465,0,0,0,0
8,0,0,0,0,492,468,0,0,0,0
9,0,0,0,0,492,471,0,0,0,0
10,0,0,0,0,492,473,0,0,0,0
11,0,0,0,0,492,475,0,0,0,0
12,0,0,0,0,492,477,0,0,0,0
13,0,0,0,0,493,479,0,0,0,0
14,0,0,0,0,493,480,0,0,0,0
15,0,0,0,0,493,481,0,0,0,0
0,0,0,0,0,493,482,0,0,0,0
1,0,0,0,0,493,484,0,0,0,0
2,0,0,0,0,493,484,0,0,0,0
3,0,0,0,0,493,486,0,0,0,0
4,0,0,0,0,493,487,0,0,0,0
5,0,0,0,0,493,488,0,0,0,0
6,0,0,0,0,494,488,0,0,0,0
7,0,0,0,0,493,489,0,0,0,0
8,0,0,0,0,494,491,0,0,0,0
9,0,0,0,0,494,492,0,0,0,0
10,0,0,0,0,494,491,0,0,0,0
11,0,0,0,0,494,491,0,0,0,0
12,0,0,0,0,494,491,0,0,0,0
13,0,0,0,0,495,492,0,0,0,0
14,0,0,0,0,494,492,0,0,0,0
15,0,0,0,0,495,492,0,0,0,0
0,0,0,0,0,495,492,0,0,0,0
1,0,0,0,0,494,493,0,0,0,0
2,0,0,0,0,494,494,0,0,0,0
3,0,0,0,0,494,493,0,0,0,0
4,0,0,0,0,495,493,0,0,0,0
5,0,0,0,0,495,492,0,0,0,0
6,0,0,0,0,495,492,0,0,0,0
7,0,0,0,0,495,492,0,0,0,0
8,0,0,0,0,495,493,0,0,0,0
9,0,0,0,0,495,494,0,0,0,0
10,0,0,0,0,495,494,0,0,0,0
11,0,0,0,0,495,494,0,0,0,0
12,0,0,0,0,495,495,0,0,0,0
13,0,0,0,0,495,496,0,0,0,0
14,0,0,0,0,495,496,0,0,0,0
15,0,0,0,0,495,497,0,0,0,0
0,0,0,0,0,495,497,0,0,0,0
1,0,0,0,0,495,498,0,0,0,0
2,0,0,0,0,494,498,0,0,0,0
3,0,0,0,0,495,499,0,0,0,0
4,0,0,0,0,495,499,0,0,0,0
5,0,0,0,0,495,499,0,0,0,0
6,0,0,0,0,495,500,0,0,0,0
7,0,0,0,0,495,502,0,0,0,0
8,0,0,0,0,494,502,0,0,0,0
9,0,0,0,0,494,502,0,0,0,0
10,0,0,0,0,494,501,0,0,0,0
11,0,0,0,0,495,501,0,0,0,0
12,0,0,0,0,495,502,0,0,0,0
13,0,0,0,0,495,503,0,0,0,0
14,0,0,0,0,495,504,0,0,0,0
15,0,0,0,0,495,505,0,0,0,0
0,0,0,0,0,495,505,0,0,0,0
1,0,0,0,0,494,505,0,0,0,0
2,0,0,0,0,494,504,0,0,0,0
3,0,0,0,0,495,505,0,0,0,0
4,0,0,0,0,494,506,0,0,0,0
5,0,0,0,0,495,507,0,0,0,0
6,0,0,0,0,494,507,0,0,0,0
7,0,0,0,0,494,506,0,0,0,0
8,0,0,0,0,495,505,0,0,0,0
9,0,0,0,0,494,507,0,0,0,0
10,0,0,0,0,495,508,0,0,0,0
11,0,0,0,0,494,508,0,0,0,0
12,0,0,0,0,493,508,0,0,0,0
13,0,0,0,0,493,508,0,0,0,0
14,0,0,0,0,493,507,0,0,0,0
15,0,0,0,0,492,507,0,0,0,0
0,0,0,0,0,493,508,0,0,0,0
1,0,0,0,0,492,508,0,0,0,0
2,0,0,0,0,492,508,0,0,0,0
3,0,0,0,0,492,507,0,0,0,0
4,0,0,0,0,492,507,0,0,0,0
5,0,0,0,0,491,506,0,0,0,0
6,0,0,0,0,491,506,0,0,0,0
7,0,0,0,0,491,507,0,0,0,0
8,0,0,0,0,491,508,0,0,0,0
9,0,0,0,0,491,508,0,0,0,0
10,0,0,0,0,491,510,0,0,0,0
11,0,0,0,0,491,511,0,0,0,0
12,0,0,0,0,491,511,0,0,0,0
13,0,0,0,0,490,511,0,0,0,0
14,0,0,0,0,490,511,0,0,0,0
15,0,0,0,0,491,511,0,0,0,0
0,0,0,0,0,490,511,0,0,0,0
1,0,0,0,0,490,511,0,0,0,0
2,0,0,0,0,490,511,0,0,0,0
3,0,0,0,0,490,510,0,0,0,0
4,0,0,0,0,490,510,0,0,0,0
5,0,0,0,0,489,510,0,0,0,0
6,0,0,0,0,490,511,0,0,0,0
7,0,0,0,0,490,510,0,0,0,0
8,0,0,0,0,489,510,0,0,0,0
9,0,0,0,0,489,510,0,0,0,0
10,0,0,0,0,489,510,0,0,0,0
11,0,0,0,0,489,510,0,0,0,0
12,0,0,0,0,489,510,0,0,0,0
13,0,0,0,0,489,509,0,0,0,0
14,0,0,0,0,489,509,0,0,0,0
15,0,0,0,0,488,509,0,0,0,0
0,0,0,0,0,489,509,0,0,0,0
1,0,0,0,0,488,509,0,0,0,0
2,0,0,0,0,489,509,0,0,0,0
3,0,0,0,0,489,508,0,0,0,0
4,0,0,0,0,489,507,0,0,0,0
5,0,0,0,0,489,508,0,0,0,0
6,0,0,0,0,488,508,0,0,0,0
7,0,0,0,0,488,508,0,0,0,0
8,0,0,0,0,489,508,0,0,0,0
9,0,0,0,0,489,508,0,0,0,0
10,0,0,0,0,489,509,0,0,0,0
11,0,0,0,0,489,509,0,0,0,0
12,0,0,0,0,489,509,0,0,0,0
13,0,0,0,0,489,510,0,0,0,0
14,0,0,0,0,489,511,0,0,0,0
15,0,0,0,0,489,512,0,0,0,0
0,0,0,0,0,489,511,0,0,0,0
1,0,0,0,0,489,510,0,0,0,0
2,0,0,0,0,490,509,0,0,0,0
3,0,0,0,0,490,508,0,0,0,0
4,0,0,0,0,489,508,0,0,0,0
5,0,0,0,0,489,507,0,0,0,0
6,0,0,0,0,490,506,0,0,0,0
7,0,0,0,0,490,506,0,0,0,0
8,0,0,0,0,490,507,0,0,0,0
9,0,0,0,0,489,507,0,0,0,0
10,0,0,0,0,490,507,0,0,0,0
11,0,0,0,0,490,508,0,0,0,0
12,0,0,0,0,490,508,0,0,0,0
13,0,0,0,0,490,508,0,0,0,0
14,0,0,0,0,490,509,0,0,0,0
15,0,0,0,0,490,509,0,0,0,0
0,0,0,0,0,491,509,0,0,0,0
1,0,0,0,0,491,509,0,0,0,0
2,0,0,0,0,491,509,0,0,0,0
3,0,0,0,0,492,510,0,0,0,0
4,0,0,0,0,492,511,0,0,0,0
5,0,0,0,0,492,510,0,0,0,0
6,0,0,0,0,492,509,0,0,0,0
7,0,0,0,0,492,509,0,0,0,0
8,0,0,0,0,492,508,0,0,0,0
9,0,0,0,0,493,508,0,0,0,0
10,0,0,0,0,493,507,0,0,0,0
11,0,0,0,0,493,506,0,0,0,0
12,0,0,0,0,493,505,0,0,0,0
13,0,0,0,0,494,505,0,0,0,0
14,0,0,0,0,494,504,0,0,0,0
15,0,0,0,0,494,504,0,0,0,0
0,0,0,0,0,495,503,0,0,0,0
1,0,0,0,0,495,503,0,0,0,0
2,0,0,0,0,495,503,0,0,0,0
3,0,0,0,0,495,503,0,0,0,0
4,0,0,0,0,496,501,0,0,0,0
5,0,0,0,0,496,501,0,0,0,0
6,0,0,0,0,496,501,0,0,0,0
7,0,0,0,0,496,499,0,0,0,0
8,0,0,0,0,497,496,0,0,0,0
9,0,0,0,0,497,495,0,0,0,0
10,0,0,0,0,498,494,0,0,0,0
11,0,0,0,0,498,495,0,0,0,0
12,0,0,0,0,499,496,0,0,0,0
13,0,0,0,0,500,497,0,0,0,0
14,0,0,0,0,499,496,0,0,0,0
15,0,0,0,0,500,496,0,0,0,0
0,0,0,0,0,501,496,0,0,0,0
1,0,0,0,0,502,496,0,0,0,0
2,0,0,0,0,503,495,0,0,0,0
3,0,0,0,0,503,494,0,0,0,0
4,0,0,0,0,504,493,0,0,0,0
5,0,0,0,0,504,492,0,0,0,0
6,0,0,0,0,505,492,0,0,0,0
7,0,0,0,0,506,493,0,0,0,0
8,0,0,0,0,507,492,0,0,0,0
9,0,0,0,0,508,492,0,0,0,0
10,0,0,0,0,509,492,0,0,0,0
11,0,0,0,0,511,491,0,0,0,0
12,0,0,0,0,512,490,0,0,0,0
13,0,0,0,0,513,488,0,0,0,0
14,0,0,0,0,515,488,0,0,0,0
15,0,0,0,0,516,487,0,0,0,0
0,0,0,0,0,518,487,0,0,0,0
1,0,0,0,0,519,486,0,0,0,0
2,0,0,0,0,520,485,0,0,0,0
3,0,0,0,0,523,485,0,0,0,0
4,0,0,0,0,524,483,0,0,0,0
5,0,0,0,0,526,483,0,0,0,0
6,0,0,0,0,527,482,0,0,0,0
7,0,0,0,0,530,481,0,0,0,0
8,0,0,0,0,532,480,0,0,0,0
9,0,0,0,0,534,480,0,0,0,0
10,0,0,0,0,536,479,0,0,0,0
11,0,0,0,0,539,479,0,0,0,0
12,0,0,0,0,540,478,0,0,0,0
13,0,0,0,0,543,477,0,0,0,0
14,0,0,0,0,545,475,0,0,0,0
15,0,0,0,0,548,474,0,0,0,0
0,0,0,0,0,551,472,0,0,0,0
1,0,0,0,0,555,470,0,0,0,0
2,0,0,0,0,558,470,0,0,0,0
3,0,0,0,0,560,469,0,0,0,0
4,0,0,0,0,564,468,0,0,0,0
5,0,0,0,0,567,469,0,0,0,0
6,0,0,0,0,571,468,0,0,0,0
7,0,0,0,0,574,467,0,0,0,0
8,0,0,0,0,577,466,0,0,0,0
9,0,0,0,0,580,465,0,0,0,0
10,0,0,0,0,584,465,0,0,0,0
11,0,0,0,0,588,465,0,0,0,0
12,0,0,0,0,592,465,0,0,0,0
13,0,0,0,0,595,464,0,0,0,0
14,0,0,0,0,600,464,0,0,0,0
15,0,0,0,0,604,464,0,0,0,0
0,0,0,0,0,608,464,0,0,0,0
1,0,0,0,0,612,464,0,0,0,0
2,0,0,0,0,616,463,0,0,0,0
3,0,0,0,0,620,462,0,0,0,0
4,0,0,0,0,625,462,0,0,0,0
5,0,0,0,0,628,461,0,0,0,0
6,0,0,0,0,633,462,0,0,0,0
7,0,0,0,0,636,462,0,0,0,0
8,0,0,0,0,642,463,0,0,0,0
9,0,0,0,0,645,463,0,0,0,0
10,0,0,0,0,649,463,0,0,0,0
11,0,0,0,0,654,464,0,0,0,0
12,0,0,0,0,658,464,0,0,0,0
13,0,0,0,0,662,464,0,0,0,0
14,0,0,0,0,666,465,0,0,0,0
15,0,0,0,0,671,467,0,0,0,0
0,0,0,0,0,675,467,0,0,0,0
1,0,0,0,0,679,466,0,0,0,0
2,0,0,0,0,684,467,0,0,0,0
3,0,0,0,0,687,467,0,0,0,0
4,0,0,0,0,691,469,0,0,0,0
5,0,0,0,0,696,470,0,0,0,0
6,0,0,0,0,699,471,0,0,0,0
7,0,0,0,0,703,472,0,0,0,0
8,0,0,0,0,706,473,0,0,0,0
9,0,0,0,0,710,475,0,0,0,0
10,0,0,0,0,714,476,0,0,0,0
11,0,0,0,0,718,476,0,0,0,0
12,0,0,0,0,722,478,0,0,0,0
13,0,0,0,0,726,480,0,0,0,0
14,0,0,0,0,729,481,0,0,0,0
15,0,0,0,0,732,483,0,0,0,0
0,0,0,0,0,735,485,0,0,0,0
1,0,0,0,0,739,487,0,0,0,0
2,0,0,0,0,741,490,0,0,0,0
3,0,0,0,0,744,492,0,0,0,0
4,0,0,0,0,747,495,0,0,0,0
5,0,0,0,0,750,498,0,0,0,0
6,0,0,0,0,753,501,0,0,0,0
7,0,0,0,0,756,502,0,0,0,0
8,0,0,0,0,759,504,0,0,0,0
9,0,0,0,0,761,506,0,0,0,0
10,0,0,0,0,763,508,0,0,0,0
11,0,0,0,0,766,508,0,0,0,0
12,0,0,0,0,768,510,0,0,0,0
13,0,0,0,0,769,510,0,0,0,0
14,0,0,0,0,771,511,0,0,0,0
15,0,0,0,0,773,512,0,0,0,0
0,0,0,0,0,775,514,0,0,0,0
1,0,0,0,0,776,515,0,0,0,0
2,0,0,0,0,778,517,0,0,0,0
3,0,0,0,0,780,519,0,0,0,0
4,0,0,0,0,780,520,0,0,0,0
5,0,0,0,0,782,520,0,0,0,0
6,0,0,0,0,783,521,0,0,0,0
7,0,0,0,0,784,523,0,0,0,0
8,0,0,0,0,785,524,0,0,0,0
9,0,0,0,0,786,526,0,0,0,0
10,0,0,0,0,787,527,0,0,0,0
11,0,0,0,0,788,527,0,0,0,0
12,0,0,0,0,789,528,0,0,0,0
13,0,0,0,0,789,531,0,0,0,0
14,0,0,0,0,789,532,0,0,0,0
15,0,0,0,0,790,532,0,0,0,0
0,0,0,0,0,790,534,0,0,0,0
1,0,0,0,0,790,535,0,0,0,0
2,0,0,0,0,790,535,0,0,0,0
3,0,0,0,0,790,536,0,0,0,0
4,0,0,0,0,790,537,0,0,0,0
5,0,0,0,0,789,537,0,0,0,0
6,0,0,0,0,788,537,0,0,0,0
7,0,0,0,0,788,537,0,0,0,0
8,0,0,0,0,787,537,0,0,0,0
9,0,0,0,0,786,539,0,0,0,0
10,0,0,0,0,786,541,0,0,0,0
11,0,0,0,0,785,542,0,0,0,0
12,0,0,0,0,783,542,0,0,0,0
13,0,0,0,0,782,542,0,0,0,0
14,0,0,0,0,781,541,0,0,0,0
15,0,0,0,0,780,541,0,0,0,0
0,0,0,0,0,779,540,0,0,0,0
1,0,0,0,0,777,541,0,0,0,0
2,0,0,0,0,775,542,0,0,0,0
3,0,0,0,0,774,542,0,0,0,0
4,0,0,0,0,772,542,0,0,0,0
5,0,0,0,0,771,542,0,0,0,0
6,0,0,0,0,769,542,0,0,0,0
7,0,0,0,0,766,542,0,0,0,0
8,0,0,0,0,766,542,0,0,0,0
9,0,0,0,0,763,542,0,0,0,0
10,0,0,0,0,761,542,0,0,0,0
11,0,0,0,0,759,542,0,0,0,0
12,0,0,0,0,756,541,0,0,0,0
13,0,0,0,0,754,541,0,0,0,0
14,0,0,0,0,752,541,0,0,0,0
15,0,0,0,0,749,542,0,0,0,0
