nSeq,I1,I2,O1,O2,A1,A2,A3,A4,A5,A6
2,0,0,0,0,438,512,0,0,0,0
3,0,0,0,0,438,511,0,0,0,0
4,0,0,0,0,439,511,0,0,0,0
5,0,0,0,0,439,510,0,0,0,0
6,0,0,0,0,439,509,0,0,0,0
7,0,0,0,0,439,509,0,0,0,0
8,0,0,0,0,440,509,0,0,0,0
9,0,0,0,0,440,509,0,0,0,0
10,0,0,0,0,440,508,0,0,0,0
11,0,0,0,0,440,508,0,0,0,0
12,0,0,0,0,440,509,0,0,0,0
13,0,0,0,0,441,509,0,0,0,0
14,0,0,0,0,441,508,0,0,0,0
15,0,0,0,0,440,508,0,0,0,0
0,0,0,0,0,441,509,0,0,0,0
1,0,0,0,0,441,509,0,0,0,0
2,0,0,0,0,441,509,0,0,0,0
3,0,0,0,0,441,509,0,0,0,0
4,0,0,0,0,441,510,0,0,0,0
5,0,0,0,0,441,510,0,0,0,0
6,0,0,0,0,442,508,0,0,0,0
7,0,0,0,0,442,509,0,0,0,0
8,0,0,0,0,442,509,0,0,0,0
9,0,0,0,0,442,508,0,0,0,0
10,0,0,0,0,442,508,0,0,0,0
11,0,0,0,0,443,508,0,0,0,0
12,0,0,0,0,443,508,0,0,0,0
13,0,0,0,0,442,509,0,0,0,0
14,0,0,0,0,443,509,0,0,0,0
15,0,0,0,0,444,511,0,0,0,0
0,0,0,0,0,444,511,0,0,0,0
1,0,0,0,0,444,512,0,0,0,0
2,0,0,0,0,444,513,0,0,0,0
3,0,0,0,0,444,513,0,0,0,0
4,0,0,0,0,444,514,0,0,0,0
5,0,0,0,0,444,514,0,0,0,0
6,0,0,0,0,444,513,0,0,0,0
7,0,0,0,0,444,512,0,0,0,0
8,0,0,0,0,444,511,0,0,0,0
9,0,0,0,0,444,512,0,0,0,0
10,0,0,0,0,445,511,0,0,0,0
11,0,0,0,0,445,511,0,0,0,0
12,0,0,0,0,445,512,0,0,0,0
13,0,0,0,0,446,512,0,0,0,0
14,0,0,0,0,446,512,0,0,0,0
15,0,0,0,0,446,511,0,0,0,0
0,0,0,0,0,446,510,0,0,0,0
1,0,0,0,0,446,510,0,0,0,0
2,0,0,0,0,446,510,0,0,0,0
3,0,0,0,0,447,509,0,0,0,0
4,0,0,0,0,446,508,0,0,0,0
5,0,0,0,0,447,509,0,0,0,0
6,0,0,0,0,447,511,0,0,0,0
7,0,0,0,0,446,512,0,0,0,0
8,0,0,0,0,447,512,0,0,0,0
9,0,0,0,0,447,511,0,0,0,0
10,0,0,0,0,447,511,0,0,0,0
11,0,0,0,0,447,512,0,0,0,0
12,0,0,0,0,447,511,0,0,0,0
13,0,0,0,0,447,511,0,0,0,0
14,0,0,0,0,447,511,0,0,0,0
15,0,0,0,0,447,511,0,0,0,0
0,0,0,0,0,447,511,0,0,0,0
1,0,0,0,0,447,510,0,0,0,0
2,0,0,0,0,447,510,0,0,0,0
3,0,0,0,0,448,510,0,0,0,0
4,0,0,0,0,447,510,0,0,0,0
5,0,0,0,0,447,510,0,0,0,0
6,0,0,0,0,447,510,0,0,0,0
7,0,0,0,0,448,510,0,0,0,0
8,0,0,0,0,448,510,0,0,0,0
9,0,0,0,0,448,511,0,0,0,0
10,0,0,0,0,448,511,0,0,0,0
11,0,0,0,0,448,510,0,0,0,0
12,0,0,0,0,448,510,0,0,0,0
13,0,0,0,0,448,510,0,0,0,0
14,0,0,0,0,449,509,0,0,0,0
15,0,0,0,0,449,511,0,0,0,0
0,0,0,0,0,449,512,0,0,0,0
1,0,0,0,0,449,513,0,0,0,0
2,0,0,0,0,449,512,0,0,0,0
3,0,0,0,0,449,512,0,0,0,0
4,0,0,0,0,449,512,0,0,0,0
5,0,0,0,0,449,512,0,0,0,0
6,0,0,0,0,449,511,0,0,0,0
7,0,0,0,0,449,510,0,0,0,0
8,0,0,0,0,449,511,0,0,0,0
9,0,0,0,0,449,511,0,0,0,0
10,0,0,0,0,448,510,0,0,0,0
11,0,0,0,0,449,510,0,0,0,0
12,0,0,0,0,449,511,0,0,0,0
13,0,0,0,0,449,512,0,0,0,0
14,0,0,0,0,449,512,0,0,0,0
15,0,0,0,0,448,512,0,0,0,0
0,0,0,0,0,449,513,0,0,0,0
1,0,0,0,0,448,512,0,0,0,0
2,0,0,0,0,448,512,0,0,0,0
3,0,0,0,0,448,512,0,0,0,0
4,0,0,0,0,448,512,0,0,0,0
5,0,0,0,0,448,513,0,0,0,0
6,0,0,0,0,448,512,0,0,0,0
7,0,0,0,0,448,511,0,0,0,0
8,0,0,0,0,448,511,0,0,0,0
9,0,0,0,0,448,509,0,0,0,0
10,0,0,0,0,448,508,0,0,0,0
11,0,0,0,0,448,507,0,0,0,0
12,0,0,0,0,448,507,0,0,0,0
13,0,0,0,0,448,505,0,0,0,0
14,0,0,0,0,447,505,0,0,0,0
15,0,0,0,0,447,505,0,0,0,0
0,0,0,0,0,447,505,0,0,0,0
1,0,0,0,0,447,504,0,0,0,0
2,0,0,0,0,447,504,0,0,0,0
3,0,0,0,0,446,504,0,0,0,0
4,0,0,0,0,447,506,0,0,0,0
5,0,0,0,0,446,508,0,0,0,0
6,0,0,0,0,446,509,0,0,0,0
7,0,0,0,0,446,511,0,0,0,0
8,0,0,0,0,445,512,0,0,0,0
9,0,0,0,0,444,514,0,0,0,0
10,0,0,0,0,445,515,0,0,0,0
11,0,0,0,0,444,515,0,0,0,0
12,0,0,0,0,444,516,0,0,0,0
13,0,0,0,0,444,515,0,0,0,0
14,0,0,0,0,444,516,0,0,0,0
15,0,0,0,0,444,515,0,0,0,0
0,0,0,0,0,443,515,0,0,0,0
1,0,0,0,0,443,515,0,0,0,0
2,0,0,0,0,443,515,0,0,0,0
3,0,0,0,0,443,516,0,0,0,0
4,0,0,0,0,443,515,0,0,0,0
5,0,0,0,0,443,514,0,0,0,0
6,0,0,0,0,442,513,0,0,0,0
7,0,0,0,0,442,512,0,0,0,0
8,0,0,0,0,441,512,0,0,0,0
9,0,0,0,0,441,511,0,0,0,0
10,0,0,0,0,441,511,0,0,0,0
11,0,0,0,0,440,511,0,0,0,0
12,0,0,0,0,440,510,0,0,0,0
13,0,0,0,0,440,510,0,0,0,0
14,0,0,0,0,440,508,0,0,0,0
15,0,0,0,0,439,509,0,0,0,0
0,0,0,0,0,439,511,0,0,0,0
1,0,0,0,0,440,514,0,0,0,0
2,0,0,0,0,439,518,0,0,0,0
3,0,0,0,0,439,520,0,0,0,0
4,0,0,0,0,438,523,0,0,0,0
5,0,0,0,0,438,524,0,0,0,0
6,0,0,0,0,438,524,0,0,0,0
7,0,0,0,0,437,525,0,0,0,0
8,0,0,0,0,437,524,0,0,0,0
9,0,0,0,0,438,524,0,0,0,0
10,0,0,0,0,437,524,0,0,0,0
11,0,0,0,0,436,522,0,0,0,0
12,0,0,0,0,436,520,0,0,0,0
13,0,0,0,0,436,518,0,0,0,0
14,0,0,0,0,435,515,0,0,0,0
15,0,0,0,0,435,514,0,0,0,0
0,0,0,0,0,435,511,0,0,0,0
1,0,0,0,0,435,510,0,0,0,0
2,0,0,0,0,435,508,0,0,0,0
3,0,0,0,0,435,506,0,0,0,0
4,0,0,0,0,435,505,0,0,0,0
5,0,0,0,0,435,504,0,0,0,0
6,0,0,0,0,435,503,0,0,0,0
7,0,0,0,0,434,502,0,0,0,0
8,0,0,0,0,434,503,0,0,0,0
9,0,0,0,0,434,502,0,0,0,0
10,0,0,0,0,435,502,0,0,0,0
11,0,0,0,0,434,503,0,0,0,0
12,0,0,0,0,435,503,0,0,0,0
13,0,0,0,0,433,504,0,0,0,0
14,0,0,0,0,434,504,0,0,0,0
15,0,0,0,0,433,504,0,0,0,0
0,0,0,0,0,433,504,0,0,0,0
1,0,0,0,0,433,504,0,0,0,0
2,0,0,0,0,433,504,0,0,0,0
3,0,0,0,0,433,504,0,0,0,0
4,0,0,0,0,432,503,0,0,0,0
5,0,0,0,0,432,502,0,0,0,0
6,0,0,0,0,432,502,0,0,0,0
7,0,0,0,0,432,503,0,0,0,0
8,0,0,0,0,432,505,0,0,0,0
9,0,0,0,0,432,508,0,0,0,0
10,0,0,0,0,432,508,0,0,0,0
11,0,0,0,0,431,509,0,0,0,0
12,0,0,0,0,431,510,0,0,0,0
13,0,0,0,0,430,510,0,0,0,0
14,0,0,0,0,430,509,0,0,0,0
15,0,0,0,0,430,508,0,0,0,0
0,0,0,0,0,430,506,0,0,0,0
1,0,0,0,0,429,504,0,0,0,0
2,0,0,0,0,429,503,0,0,0,0
3,0,0,0,0,428,503,0,0,0,0
4,0,0,0,0,428,502,0,0,0,0
5,0,0,0,0,428,502,0,0,0,0
6,0,0,0,0,428,503,0,0,0,0
7,0,0,0,0,427,504,0,0,0,0
8,0,0,0,0,427,504,0,0,0,0
9,0,0,0,0,427,504,0,0,0,0
10,0,0,0,0,427,503,0,0,0,0
11,0,0,0,0,427,503,0,0,0,0
12,0,0,0,0,427,503,0,0,0,0
13,0,0,0,0,426,503,0,0,0,0
14,0,0,0,0,427,503,0,0,0,0
15,0,0,0,0,426,503,0,0,0,0
0,0,0,0,0,426,504,0,0,0,0
1,0,0,0,0,426,504,0,0,0,0
2,0,0,0,0,426,504,0,0,0,0
3,0,0,0,0,426,504,0,0,0,0
4,0,0,0,0,425,504,0,0,0,0
5,0,0,0,0,426,505,0,0,0,0
6,0,0,0,0,425,506,0,0,0,0
7,0,0,0,0,425,507,0,0,0,0
8,0,0,0,0,425,507,0,0,0,0
9,0,0,0,0,425,506,0,0,0,0
10,0,0,0,0,425,505,0,0,0,0
11,0,0,0,0,425,505,0,0,0,0
12,0,0,0,0,425,506,0,0,0,0
13,0,0,0,0,425,507,0,0,0,0
14,0,0,0,0,425,507,0,0,0,0
15,0,0,0,0,425,508,0,0,0,0
0,0,0,0,0,425,509,0,0,0,0
1,0,0,0,0,425,510,0,0,0,0
2,0,0,0,0,425,510,0,0,0,0
3,0,0,0,0,425,510,0,0,0,0
4,0,0,0,0,426,511,0,0,0,0
5,0,0,0,0,426,511,0,0,0,0
6,0,0,0,0,426,510,0,0,0,0
7,0,0,0,0,426,510,0,0,0,0
8,0,0,0,0,426,509,0,0,0,0
9,0,0,0,0,427,510,0,0,0,0
10,0,0,0,0,427,511,0,0,0,0
11,0,0,0,0,427,513,0,0,0,0
12,0,0,0,0,427,512,0,0,0,0
13,0,0,0,0,426,512,0,0,0,0
14,0,0,0,0,426,512,0,0,0,0
15,0,0,0,0,426,512,0,0,0,0
0,0,0,0,0,427,511,0,0,0,0
1,0,0,0,0,427,510,0,0,0,0
2,0,0,0,0,426,511,0,0,0,0
3,0,0,0,0,427,511,0,0,0,0
4,0,0,0,0,427,511,0,0,0,0
5,0,0,0,0,427,512,0,0,0,0
6,0,0,0,0,427,513,0,0,0,0
7,0,0,0,0,428,515,0,0,0,0
8,0,0,0,0,427,515,0,0,0,0
9,0,0,0,0,428,515,0,0,0,0
10,0,0,0,0,428,515,0,0,0,0
11,0,0,0,0,428,515,0,0,0,0
12,0,0,0,0,428,515,0,0,0,0
13,0,0,0,0,428,515,0,0,0,0
14,0,0,0,0,428,516,0,0,0,0
15,0,0,0,0,428,516,0,0,0,0
0,0,0,0,0,429,515,0,0,0,0
1,0,0,0,0,428,515,0,0,0,0
2,0,0,0,0,429,515,0,0,0,0
3,0,0,0,0,428,514,0,0,0,0
4,0,0,0,0,429,514,0,0,0,0
5,0,0,0,0,429,514,0,0,0,0
6,0,0,0,0,430,515,0,0,0,0
7,0,0,0,0,430,517,0,0,0,0
8,0,0,0,0,430,518,0,0,0,0
9,0,0,0,0,430,519,0,0,0,0
10,0,0,0,0,430,521,0,0,0,0
11,0,0,0,0,430,526,0,0,0,0
12,0,0,0,0,431,532,0,0,0,0
13,0,0,0,0,431,539,0,0,0,0
14,0,0,0,0,430,547,0,0,0,0
15,0,0,0,0,431,556,0,0,0,0
0,0,0,0,0,431,567,0,0,0,0
1,0,0,0,0,431,579,0,0,0,0
2,0,0,0,0,431,592,0,0,0,0
3,0,0,0,0,432,604,0,0,0,0
4,0,0,0,0,432,619,1,0,0,0
5,0,0,0,0,431,637,1,0,0,0
6,0,0,0,0,432,661,1,0,0,0
7,0,0,0,0,432,689,1,0,0,0
8,0,0,0,0,432,717,1,0,0,0
9,0,0,0,0,432,745,1,0,0,0
10,0,0,0,0,432,777,1,0,0,0
11,0,0,0,0,432,811,2,0,0,0
12,0,0,0,0,432,845,2,0,0,0
13,0,0,0,0,432,876,2,0,0,0
14,0,0,0,0,433,908,2,0,0,0
15,0,0,0,0,433,939,3,0,0,0
0,0,0,0,0,433,965,3,0,0,0
1,0,0,0,0,433,988,3,0,0,0
2,0,0,0,0,433,1007,3,0,0,0
3,0,0,0,0,434,1019,3,0,0,0
4,0,0,0,0,434,1022,3,0,0,0
5,0,0,0,0,434,1022,3,0,0,0
6,0,0,0,0,435,1022,3,0,0,0
7,0,0,0,0,435,1022,3,0,0,0
8,0,0,0,0,435,1013,3,0,0,0
9,0,0,0,0,435,988,3,0,0,0
10,0,0,0,0,435,949,3,0,0,0
11,0,0,0,0,436,901,2,0,0,0
12,0,0,0,0,436,842,2,0,0,0
13,0,0,0,0,436,780,1,0,0,0
14,0,0,0,0,437,714,1,0,0,0
15,0,0,0,0,438,651,1,0,0,0
0,0,0,0,0,438,591,0,0,0,0
1,0,0,0,0,438,532,0,0,0,0
2,0,0,0,0,439,479,0,0,0,0
3,0,0,0,0,439,427,0,0,0,0
4,0,0,0,0,439,376,0,0,0,0
5,0,0,0,0,439,329,0,0,0,0
6,0,0,0,0,440,282,0,0,0,0
7,0,0,0,0,440,234,0,0,0,0
8,0,0,0,0,440,191,0,0,0,0
9,0,0,0,0,440,160,0,0,0,0
10,0,0,0,0,441,141,0,0,0,0
11,0,0,0,0,440,131,0,0,0,0
12,0,0,0,0,441,129,0,0,0,0
13,0,0,0,0,440,133,0,0,0,0
14,0,0,0,0,441,141,0,0,0,0
15,0,0,0,0,441,151,0,0,0,0
0,0,0,0,0,441,160,0,0,0,0
1,0,0,0,0,442,167,0,0,0,0
2,0,0,0,0,442,174,0,0,0,0
3,0,0,0,0,443,184,0,0,0,0
4,0,0,0,0,443,198,0,0,0,0
5,0,0,0,0,443,214,0,0,0,0
6,0,0,0,0,443,230,0,0,0,0
7,0,0,0,0,443,246,0,0,0,0
8,0,0,0,0,444,262,0,0,0,0
9,0,0,0,0,443,280,0,0,0,0
10,0,0,0,0,443,297,0,0,0,0
11,0,0,0,0,444,313,0,0,0,0
12,0,0,0,0,444,328,0,0,0,0
13,0,0,0,0,444,344,0,0,0,0
14,0,0,0,0,444,359,0,0,0,0
15,0,0,0,0,444,371,0,0,0,0
0,0,0,0,0,444,384,0,0,0,0
1,0,0,0,0,445,395,0,0,0,0
2,0,0,0,0,444,406,0,0,0,0
3,0,0,0,0,445,416,0,0,0,0
4,0,0,0,0,445,425,0,0,0,0
5,0,0,0,0,446,432,0,0,0,0
6,0,0,0,0,446,439,0,0,0,0
7,0,0,0,0,446,445,0,0,0,0
8,0,0,0,0,446,451,0,0,0,0
9,0,0,0,0,446,455,0,0,0,0
10,0,0,0,0,446,459,0,0,0,0
11,0,0,0,0,446,463,0,0,0,0
12,0,0,0,0,446,467,0,0,0,0
13,0,0,0,0,446,470,0,0,0,0
14,0,0,0,0,446,472,0,0,0,0
15,0,0,0,0,446,474,0,0,0,0
0,0,0,0,0,447,476,0,0,0,0
1,0,0,0,0,447,478,0,0,0,0
2,0,0,0,0,447,479,0,0,0,0
3,0,0,0,0,447,480,0,0,0,0
4,0,0,0,0,447,481,0,0,0,0
5,0,0,0,0,447,482,0,0,0,0
6,0,0,0,0,447,483,0,0,0,0
7,0,0,0,0,447,485,0,0,0,0
8,0,0,0,0,447,485,0,0,0,0
9,0,0,0,0,447,487,0,0,0,0
10,0,0,0,0,447,487,0,0,0,0
11,0,0,0,0,447,488,0,0,0,0
12,0,0,0,0,448,488,0,0,0,0
13,0,0,0,0,448,487,0,0,0,0
14,0,0,0,0,447,487,0,0,0,0
15,0,0,0,0,448,487,0,0,0,0
0,0,0,0,0,447,487,0,0,0,0
1,0,0,0,0,447,487,0,0,0,0
2,0,0,0,0,447,487,0,0,0,0
3,0,0,0,0,447,487,0,0,0,0
4,0,0,0,0,448,488,0,0,0,0
5,0,0,0,0,448,488,0,0,0,0
6,0,0,0,0,448,490,0,0,0,0
7,0,0,0,0,447,490,0,0,0,0
8,0,0,0,0,448,491,0,0,0,0
9,0,0,0,0,448,492,0,0,0,0
10,0,0,0,0,448,493,0,0,0,0
11,0,0,0,0,448,494,0,0,0,0
12,0,0,0,0,447,494,0,0,0,0
13,0,0,0,0,448,496,0,0,0,0
14,0,0,0,0,448,497,0,0,0,0
15,0,0,0,0,448,497,0,0,0,0
0,0,0,0,0,448,498,0,0,0,0
1,0,0,0,0,448,499,0,0,0,0
2,0,0,0,0,447,499,0,0,0,0
3,0,0,0,0,447,499,0,0,0,0
4,0,0,0,0,447,499,0,0,0,0
5,0,0,0,0,447,500,0,0,0,0
6,0,0,0,0,447,501,0,0,0,0
7,0,0,0,0,446,501,0,0,0,0
8,0,0,0,0,446,501,0,0,0,0
9,0,0,0,0,446,500,0,0,0,0
10,0,0,0,0,446,501,0,0,0,0
11,0,0,0,0,446,501,0,0,0,0
12,0,0,0,0,447,501,0,0,0,0
13,0,0,0,0,446,502,0,0,0,0
14,0,0,0,0,446,503,0,0,0,0
15,0,0,0,0,446,504,0,0,0,0
0,0,0,0,0,445,504,0,0,0,0
1,0,0,0,0,446,504,0,0,0,0
2,0,0,0,0,445,504,0,0,0,0
3,0,0,0,0,445,504,0,0,0,0
4,0,0,0,0,445,504,0,0,0,0
5,0,0,0,0,444,504,0,0,0,0
6,0,0,0,0,444,504,0,0,0,0
7,0,0,0,0,444,504,0,0,0,0
8,0,0,0,0,444,504,0,0,0,0
9,0,0,0,0,443,504,0,0,0,0
10,0,0,0,0,444,505,0,0,0,0
11,0,0,0,0,443,506,0,0,0,0
12,0,0,0,0,443,506,0,0,0,0
13,0,0,0,0,443,505,0,0,0,0
14,0,0,0,0,443,506,0,0,0,0
15,0,0,0,0,442,505,0,0,0,0
0,0,0,0,0,442,505,0,0,0,0
1,0,0,0,0,441,504,0,0,0,0
2,0,0,0,0,441,504,0,0,0,0
3,0,0,0,0,441,504,0,0,0,0
4,0,0,0,0,440,504,0,0,0,0
5,0,0,0,0,440,505,0,0,0,0
6,0,0,0,0,440,504,0,0,0,0
7,0,0,0,0,440,505,0,0,0,0
8,0,0,0,0,440,505,0,0,0,0
9,0,0,0,0,439,506,0,0,0,0
10,0,0,0,0,439,506,0,0,0,0
11,0,0,0,0,439,506,0,0,0,0
12,0,0,0,0,439,507,0,0,0,0
13,0,0,0,0,439,507,0,0,0,0
14,0,0,0,0,438,507,0,0,0,0
15,0,0,0,0,439,508,0,0,0,0
0,0,0,0,0,438,508,0,0,0,0
1,0,0,0,0,438,509,0,0,0,0
2,0,0,0,0,438,508,0,0,0,0
3,0,0,0,0,437,508,0,0,0,0
4,0,0,0,0,437,508,0,0,0,0
5,0,0,0,0,437,508,0,0,0,0
6,0,0,0,0,437,507,0,0,0,0
7,0,0,0,0,436,508,0,0,0,0
8,0,0,0,0,435,508,0,0,0,0
9,0,0,0,0,436,507,0,0,0,0
10,0,0,0,0,436,506,0,0,0,0
11,0,0,0,0,436,506,0,0,0,0
12,0,0,0,0,436,505,0,0,0,0
13,0,0,0,0,435,505,0,0,0,0
14,0,0,0,0,435,505,0,0,0,0
15,0,0,0,0,435,505,0,0,0,0
0,0,0,0,0,435,505,0,0,0,0
1,0,0,0,0,435,505,0,0,0,0
2,0,0,0,0,434,506,0,0,0,0
3,0,0,0,0,434,506,0,0,0,0
4,0,0,0,0,434,506,0,0,0,0
5,0,0,0,0,434,507,0,0,0,0
6,0,0,0,0,434,508,0,0,0,0
7,0,0,0,0,434,508,0,0,0,0
8,0,0,0,0,435,507,0,0,0,0
9,0,0,0,0,434,508,0,0,0,0
10,0,0,0,0,433,508,0,0,0,0
11,0,0,0,0,434,508,0,0,0,0
12,0,0,0,0,434,508,0,0,0,0
13,0,0,0,0,434,508,0,0,0,0
14,0,0,0,0,434,508,0,0,0,0
15,0,0,0,0,433,508,0,0,0,0
0,0,0,0,0,434,508,0,0,0,0
1,0,0,0,0,433,507,0,0,0,0
2,0,0,0,0,434,507,0,0,0,0
3,0,0,0,0,434,507,0,0,0,0
4,0,0,0,0,433,507,0,0,0,0
5,0,0,0,0,433,508,0,0,0,0
6,0,0,0,0,433,510,0,0,0,0
7,0,0,0,0,433,510,0,0,0,0
8,0,0,0,0,434,510,0,0,0,0
9,0,0,0,0,434,510,0,0,0,0
10,0,0,0,0,433,511,0,0,0,0
11,0,0,0,0,433,511,0,0,0,0
12,0,0,0,0,433,510,0,0,0,0
13,0,0,0,0,433,511,0,0,0,0
14,0,0,0,0,433,510,0,0,0,0
15,0,0,0,0,433,510,0,0,0,0
0,0,0,0,0,433,509,0,0,0,0
1,0,0,0,0,432,509,0,0,0,0
2,0,0,0,0,433,510,0,0,0,0
3,0,0,0,0,432,510,0,0,0,0
4,0,0,0,0,432,509,0,0,0,0
5,0,0,0,0,432,509,0,0,0,0
6,0,0,0,0,432,508,0,0,0,0
7,0,0,0,0,432,509,0,0,0,0
8,0,0,0,0,432,508,0,0,0,0
9,0,0,0,0,433,508,0,0,0,0
10,0,0,0,0,433,508,0,0,0,0
11,0,0,0,0,433,508,0,0,0,0
12,0,0,0,0,433,508,0,0,0,0
13,0,0,0,0,433,508,0,0,0,0
14,0,0,0,0,433,508,0,0,0,0
15,0,0,0,0,434,507,0,0,0,0
0,0,0,0,0,434,506,0,0,0,0
1,0,0,0,0,435,506,0,0,0,0
2,0,0,0,0,434,505,0,0,0,0
3,0,0,0,0,435,505,0,0,0,0
4,0,0,0,0,435,504,0,0,0,0
5,0,0,0,0,436,504,0,0,0,0
6,0,0,0,0,436,503,0,0,0,0
7,0,0,0,0,437,502,0,0,0,0
8,0,0,0,0,438,502,0,0,0,0
9,0,0,0,0,439,501,0,0,0,0
10,0,0,0,0,439,501,0,0,0,0
11,0,0,0,0,440,501,0,0,0,0
12,0,0,0,0,441,499,0,0,0,0
13,0,0,0,0,442,499,0,0,0,0
14,0,0,0,0,443,498,0,0,0,0
15,0,0,0,0,444,497,0,0,0,0
0,0,0,0,0,445,497,0,0,0,0
1,0,0,0,0,446,497,0,0,0,0
2,0,0,0,0,448,496,0,0,0,0
3,0,0,0,0,449,497,0,0,0,0
4,0,0,0,0,451,497,0,0,0,0
5,0,0,0,0,452,496,0,0,0,0
6,0,0,0,0,454,496,0,0,0,0
7,0,0,0,0,455,495,0,0,0,0
8,0,0,0,0,457,496,0,0,0,0
9,0,0,0,0,460,496,0,0,0,0
10,0,0,0,0,462,495,0,0,0,0
11,0,0,0,0,464,495,0,0,0,0
12,0,0,0,0,467,494,0,0,0,0
13,0,0,0,0,469,494,0,0,0,0
14,0,0,0,0,472,494,0,0,0,0
15,0,0,0,0,474,494,0,0,0,0
0,0,0,0,0,477,492,0,0,0,0
1,0,0,0,0,480,491,0,0,0,0
2,0,0,0,0,483,490,0,0,0,0
3,0,0,0,0,487,490,0,0,0,0
4,0,0,0,0,490,489,0,0,0,0
5,0,0,0,0,494,489,0,0,0,0
6,0,0,0,0,497,488,0,0,0,0
7,0,0,0,0,500,488,0,0,0,0
8,0,0,0,0,504,487,0,0,0,0
9,0,0,0,0,508,487,0,0,0,0
10,0,0,0,0,512,486,0,0,0,0
11,0,0,0,0,516,486,0,0,0,0
12,0,0,0,0,520,485,0,0,0,0
13,0,0,0,0,525,484,0,0,0,0
14,0,0,0,0,528,483,0,0,0,0
15,0,0,0,0,534,483,0,0,0,0
0,0,0,0,0,538,483,0,0,0,0
1,0,0,0,0,543,482,0,0,0,0
2,0,0,0,0,547,481,0,0,0,0
3,0,0,0,0,552,480,0,0,0,0
4,0,0,0,0,557,479,0,0,0,0
5,0,0,0,0,562,480,0,0,0,0
6,0,0,0,0,567,479,0,0,0,0
7,0,0,0,0,572,479,0,0,0,0
8,0,0,0,0,577,479,0,0,0,0
9,0,0,0,0,583,479,0,0,0,0
10,0,0,0,0,588,480,0,0,0,0
11,0,0,0,0,593,479,0,0,0,0
12,0,0,0,0,599,478,0,0,0,0
13,0,0,0,0,604,478,0,0,0,0
14,0,0,0,0,610,477,0,0,0,0
15,0,0,0,0,615,475,0,0,0,0
0,0,0,0,0,620,474,0,0,0,0
1,0,0,0,0,626,474,0,0,0,0
2,0,0,0,0,631,473,0,0,0,0
3,0,0,0,0,636,473,0,0,0,0
4,0,0,0,0,641,473,0,0,0,0
5,0,0,0,0,646,473,0,0,0,0
6,0,0,0,0,652,472,0,0,0,0
7,0,0,0,0,657,472,0,0,0,0
8,0,0,0,0,662,472,0,0,0,0
9,0,0,0,0,667,472,0,0,0,0
10,0,0,0,0,673,472,0,0,0,0
11,0,0,0,0,678,472,0,0,0,0
12,0,0,0,0,683,472,0,0,0,0
13,0,0,0,0,688,472,0,0,0,0
14,0,0,0,0,693,472,0,0,0,0
15,0,0,0,0,697,473,0,0,0,0
0,0,0,0,0,702,473,0,0,0,0
1,0,0,0,0,706,475,0,0,0,0
2,0,0,0,0,710,476,0,0,0,0
3,0,0,0,0,715,477,0,0,0,0
4,0,0,0,0,718,479,0,0,0,0
5,0,0,0,0,723,480,0,0,0,0
6,0,0,0,0,727,480,0,0,0,0
7,0,0,0,0,730,480,0,0,0,0
8,0,0,0,0,735,480,0,0,0,0
9,0,0,0,0,738,481,0,0,0,0
10,0,0,0,0,740,481,0,0,0,0
11,0,0,0,0,744,483,0,0,0,0
12,0,0,0,0,748,484,0,0,0,0
13,0,0,0,0,750,485,0,0,0,0
14,0,0,0,0,753,487,0,0,0,0
15,0,0,0,0,755,488,0,0,0,0
0,0,0,0,0,759,489,0,0,0,0
1,0,0,0,0,761,491,0,0,0,0
2,0,0,0,0,763,492,0,0,0,0
3,0,0,0,0,764,493,0,0,0,0
4,0,0,0,0,768,494,0,0,0,0
5,0,0,0,0,769,495,0,0,0,0
6,0,0,0,0,771,497,0,0,0,0
7,0,0,0,0,773,499,0,0,0,0
8,0,0,0,0,775,500,0,0,0,0
9,0,0,0,0,776,501,0,0,0,0
10,0,0,0,0,777,502,0,0,0,0
11,0,0,0,0,779,504,0,0,0,0
12,0,0,0,0,781,505,0,0,0,0
13,0,0,0,0,781,506,0,0,0,0
14,0,0,0,0,782,508,0,0,0,0
15,0,0,0,0,782,509,0,0,0,0
0,0,0,0,0,783,511,0,0,0,0
1,0,0,0,0,783,512,0,0,0,0
2,0,0,0,0,783,513,0,0,0,0
3,0,0,0,0,783,515,0,0,0,0
4,0,0,0,0,784,516,0,0,0,0
5,0,0,0,0,783,518,0,0,0,0
6,0,0,0,0,783,519,0,0,0,0
7,0,0,0,0,783,520,0,0,0,0
8,0,0,0,0,783,522,0,0,0,0
9,0,0,0,0,782,523,0,0,0,0
10,0,0,0,0,782,524,0,0,0,0
11,0,0,0,0,780,525,0,0,0,0
12,0,0,0,0,780,526,0,0,0,0
13,0,0,0,0,779,527,0,0,0,0
14,0,0,0,0,777,527,0,0,0,0
15,0,0,0,0,776,528,0,0,0,0
0,0,0,0,0,775,529,0,0,0,0
1,0,0,0,0,773,530,0,0,0,0
2,0,0,0,0,771,530,0,0,0,0
3,0,0,0,0,769,530,0,0,0,0
4,0,0,0,0,767,530,0,0,0,0
5,0,0,0,0,765,531,0,0,0,0
6,0,0,0,0,763,531,0,0,0,0
7,0,0,0,0,760,532,0,0,0,0
8,0,0,0,0,758,534,0,0,0,0
9,0,0,0,0,756,534,0,0,0,0
10,0,0,0,0,754,535,0,0,0,0
11,0,0,0,0,751,535,0,0,0,0
